"TIME","GEO","SEX","FIELD","ISCED97","UNIT","Value","Flag and Footnotes"
"2004","Turkey","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","90,506",""
"2004","United States","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2004","United States","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2004","United States","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2004","Japan","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","340,922",""
"2004","Japan","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","190,462",""
"2004","Japan","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","150,460",""
"2005","European Union (current composition)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,703,843","e"
"2005","European Union (current composition)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,458,183","e"
"2005","European Union (current composition)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,245,659","e"
"2005","European Union (before the accession of Croatia)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,665,699","e"
"2005","European Union (before the accession of Croatia)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,437,556","e"
"2005","European Union (before the accession of Croatia)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,228,142","e"
"2005","Euro area (18 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,907,787","e"
"2005","Euro area (18 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","998,345","e"
"2005","Euro area (18 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","909,441","e"
"2005","Euro area (17 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,900,360","e"
"2005","Euro area (17 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","993,791","e"
"2005","Euro area (17 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","906,568","e"
"2005","Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","71,740",""
"2005","Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","34,711",""
"2005","Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","37,029",""
"2005","French Community in Belgium including small German-speaking Community","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,979",""
"2005","French Community in Belgium including small German-speaking Community","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","10,109",""
"2005","French Community in Belgium including small German-speaking Community","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","11,870",""
"2005","Flemish Community in Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","49,761",""
"2005","Flemish Community in Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","24,602",""
"2005","Flemish Community in Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","25,159",""
"2005","Bulgaria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","35,294",""
"2005","Bulgaria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,221",""
"2005","Bulgaria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,073",""
"2005","Czech Republic","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","93,720",""
"2005","Czech Republic","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","50,186",""
"2005","Czech Republic","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","43,534",""
"2005","Denmark","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","29,292",""
"2005","Denmark","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","13,015",""
"2005","Denmark","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","16,277",""
"2005","Germany (until 1990 former territory of the FRG)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","572,780",""
"2005","Germany (until 1990 former territory of the FRG)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","304,157",""
"2005","Germany (until 1990 former territory of the FRG)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","268,622",""
