"TIME","GEO","SEX","FIELD","ISCED97","UNIT","Value","Flag and Footnotes"
"2012","Luxembourg","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,950",""
"2012","Luxembourg","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,506",""
"2012","Luxembourg","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,444",""
"2012","Hungary","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","30,649",""
"2012","Hungary","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","20,131",""
"2012","Hungary","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","10,518",""
"2012","Malta","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,467",""
"2012","Malta","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","816",""
"2012","Malta","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","651",""
"2012","Netherlands","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","160,969",""
"2012","Netherlands","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","83,047",""
"2012","Netherlands","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","77,922",""
"2012","Austria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","76,358",""
"2012","Austria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","44,717",""
"2012","Austria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,641",""
"2012","Poland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","205,382",""
"2012","Poland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","126,375",""
"2012","Poland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","79,007",""
"2012","Portugal","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","59,782",""
"2012","Portugal","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","29,931",""
"2012","Portugal","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","29,851",""
"2012","Romania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","42,489",""
"2012","Romania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,173",""
"2012","Romania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,316",""
"2012","Slovenia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,562",""
"2012","Slovenia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,069",""
"2012","Slovenia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","6,493",""
"2012","Slovakia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","48,805",""
"2012","Slovakia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","26,591",""
"2012","Slovakia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","22,214",""
"2012","Finland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","65,402",""
"2012","Finland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","30,941",""
"2012","Finland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","34,461",""
"2012","Sweden","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","43,940",""
"2012","Sweden","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","24,179",""
"2012","Sweden","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","19,761",""
"2012","United Kingdom","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","United Kingdom","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","United Kingdom","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","Iceland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,553",""
"2012","Iceland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,292",""
"2012","Iceland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,261",""
